,bagni,locali,piano,prezzo(€),superficie
8729,3.0,5.0,3.0,1900000,188.0
8730,1.0,2.0,2.0,156000,42.0
8731,3.0,5.5,1.0,689000,220.0
8732,2.0,4.0,1.0,425000,164.0
8733,2.0,3.0,1.0,670000,116.0
8734,1.0,3.0,2.0,189000,86.0
8735,3.0,5.5,0.5,595000,220.0
8736,2.0,4.0,1.0,255000,99.0
8737,2.0,5.0,11.5,590000,138.0
8738,1.0,3.0,0.5,350000,119.0
8739,1.0,3.0,7.0,280000,95.0
8740,1.0,3.0,1.0,189000,102.0
8741,1.0,3.0,1.0,220000,100.0
8742,3.0,5.5,2.0,550000,150.0
8743,1.0,3.0,1.0,399000,81.0
8744,3.0,5.5,2.0,690000,210.0
8745,1.0,3.0,1.0,219000,77.0
8746,1.0,3.0,0.5,124000,60.0
8747,1.0,3.0,2.0,280000,77.0
8748,1.0,3.0,2.0,92000,96.0
8749,2.0,5.5,1.0,350000,125.0
8750,2.0,5.0,1.0,470000,150.0
8751,2.0,5.0,0.5,900000,178.0
8752,2.0,4.0,1.0,539000,140.0
8753,2.0,4.0,0.5,395000,152.0
8754,2.0,3.0,0.3,390000,100.0
8755,2.0,3.0,1.0,225000,80.0
8756,1.0,2.0,4.0,188000,66.0
8757,1.0,2.0,4.0,115000,55.0
8758,1.0,2.0,2.0,98000,45.0
8759,2.0,4.0,3.0,565000,146.0
8760,1.0,4.0,2.0,209000,100.0
8761,1.0,1.0,0.5,85000,30.0
8762,1.0,3.0,1.0,299000,100.0
8763,1.0,3.0,3.0,330000,120.0
8764,1.0,3.0,1.0,355000,93.0
8765,2.0,2.0,11.5,285000,83.0
8766,1.0,3.0,3.0,380000,110.0
8767,1.0,3.0,5.0,500000,85.0
8768,3.0,4.0,0.5,250000,125.0
8769,2.0,4.0,2.0,239000,129.0
8770,2.0,3.0,1.0,210000,74.0
8771,1.0,2.0,1.0,154000,40.0
8772,1.0,3.0,6.0,245000,91.0
8773,1.0,3.0,4.0,275000,80.0
8774,1.0,2.0,0.5,69408,59.0
8775,1.0,2.0,2.0,179000,60.0
8776,1.0,2.0,1.0,260000,55.0
8777,3.0,5.5,11.5,1400000,235.0
8778,2.0,3.0,1.0,350000,130.0
8779,1.0,3.0,7.0,320000,100.0
8780,2.0,3.0,2.0,189000,70.0
8781,1.0,2.0,0.5,150000,56.0
8782,2.0,3.0,4.0,360000,134.0
8783,1.0,4.0,1.0,300000,113.0
8784,2.0,3.0,0.5,210000,120.0
8785,1.0,2.0,0.5,219000,68.0
8786,1.0,3.0,1.0,330000,93.0
8787,1.0,2.0,1.0,135000,65.0
8788,2.0,5.0,2.0,355000,135.0
8789,2.0,4.0,2.0,349000,112.0
8790,2.0,5.5,2.0,449000,150.0
8791,2.0,5.5,2.0,520000,142.0
8792,2.0,4.0,4.0,259000,97.0
8793,1.0,2.0,0.5,248000,70.0
8794,1.0,3.0,0.5,159000,85.0
8795,1.0,2.0,2.0,189000,52.0
8796,1.0,3.0,0.5,260000,68.0
8797,1.0,2.0,0.5,125000,45.0
8798,1.0,3.0,0.5,219000,68.0
8799,1.0,2.0,1.0,180000,65.0
8800,3.0,5.5,11.5,690000,170.0
8801,1.0,3.0,0.5,107000,45.0
8802,1.0,1.0,5.0,185000,50.0
8803,1.0,4.0,11.5,244000,112.0
8804,2.0,3.0,2.0,160000,95.0
8805,1.0,2.0,1.0,299000,60.0
8806,1.0,4.0,3.0,295000,95.0
8807,2.0,4.0,2.0,280000,93.0
8808,2.0,4.0,1.0,368000,124.0
8809,3.0,3.0,1.0,73800,91.0
8810,1.0,3.0,7.0,460000,90.0
8811,1.0,2.0,6.0,304000,78.0
8812,3.0,4.0,1.0,229000,170.0
8813,1.0,3.0,1.0,319000,90.0
8814,3.5,5.0,5.0,950000,310.0
8815,2.0,4.0,0.3,375000,136.0
8816,1.0,1.0,8.0,139000,30.0
8817,1.0,2.0,2.0,129000,70.0
8818,1.0,3.0,5.0,405000,94.0
8819,1.0,4.0,3.0,160000,85.0
8820,2.0,4.0,11.5,669000,115.0
8821,1.0,3.0,1.0,159000,75.0
8822,1.0,3.0,0.5,175000,78.0
8823,1.0,2.0,1.0,139000,55.0
8824,2.0,4.0,0.5,285000,100.0
8825,1.0,3.0,1.0,370000,114.0
8826,1.0,3.0,2.0,299000,92.0
8827,1.0,2.0,2.0,240000,50.0
8828,3.0,4.0,0.5,360000,160.0
8829,2.0,4.0,3.0,395000,147.0
8830,1.0,3.0,1.0,278000,97.0
8831,1.0,3.0,7.0,360000,99.0
8832,1.0,2.0,1.0,225000,45.0
8833,1.0,1.0,11.5,200000,37.0
8834,2.0,5.0,2.0,530000,146.0
8835,1.0,2.0,1.0,175000,60.0
8836,1.0,2.0,4.0,275000,61.0
8837,1.0,1.0,0.3,85000,40.0
8838,1.0,2.0,6.0,219000,50.0
8839,1.0,3.0,2.0,369000,80.0
8840,2.0,4.0,4.0,166800,158.0
8841,1.0,1.0,0.3,150000,35.0
8842,2.0,5.0,0.3,398000,90.0
8843,2.0,4.0,3.0,365000,103.0
8844,1.0,1.0,0.5,52500,41.0
8845,1.0,3.0,1.0,180000,90.0
8846,2.0,5.0,1.0,395000,145.0
8847,1.0,2.0,2.0,150000,46.0
8848,2.0,3.0,2.0,420000,89.0
8849,2.0,5.5,3.0,1250000,186.0
8850,1.0,2.0,4.0,190000,92.0
8851,2.0,3.0,2.0,440000,110.0
8852,1.0,2.0,1.0,150000,60.0
8853,1.0,3.0,6.0,370000,120.0
8854,3.0,5.0,0.5,660000,190.0
8855,2.0,3.0,2.0,395000,100.0
8856,1.0,2.0,7.0,215000,50.0
8857,3.0,5.5,2.0,590000,235.0
8858,1.0,2.0,4.0,180000,72.0
8859,1.0,1.0,0.5,195000,56.0
8860,1.0,3.0,4.0,229000,98.0
8861,1.0,3.0,4.0,189000,90.0
8862,1.0,5.0,3.0,325000,110.0
8863,1.0,2.0,4.0,315000,72.0
8864,1.0,3.0,4.0,138240,179.0
8865,1.0,3.0,2.0,525000,87.0
8866,2.0,3.0,0.3,560000,90.0
8867,2.0,2.0,1.0,215000,65.0
8868,1.0,3.0,2.0,155000,60.0
8869,1.0,2.0,1.0,79000,45.0
8870,2.0,5.5,5.0,1240000,160.0
8871,1.0,1.0,0.5,220000,40.0
8872,1.0,4.0,2.0,76800,80.0
8873,1.0,3.0,0.5,175000,70.0
8874,1.0,2.0,0.3,145000,64.0
8875,2.0,3.0,11.5,199000,70.0
8876,2.0,3.0,0.5,390000,90.0
8877,1.0,4.0,1.0,529000,120.0
8878,1.0,3.0,3.0,685000,70.0
8879,1.0,4.0,1.0,290000,85.0
8880,2.0,5.5,1.0,430000,144.0
8881,1.0,3.0,2.0,165000,74.0
8882,1.0,4.0,0.5,241000,73.0
8883,1.0,2.0,0.5,65000,45.0
8884,2.0,3.0,3.0,199000,75.0
8885,2.0,3.0,0.5,395000,90.0
8886,1.0,2.0,11.5,930000,93.0
8887,2.0,3.0,0.5,1620000,728.0
8888,2.0,4.0,0.5,419000,171.0
8889,1.0,2.0,11.5,130000,56.0
8890,2.0,3.0,2.0,279000,90.0
8891,2.0,5.5,11.5,540000,138.0
8892,2.0,5.0,1.0,600000,140.0
8893,3.0,5.5,2.0,465000,173.0
8894,1.0,3.0,0.5,262500,71.0
8895,2.0,4.0,3.0,300000,133.0
8896,1.0,2.0,5.0,320000,75.0
8897,1.0,1.0,3.0,27738,54.0
8898,2.0,4.0,3.0,349000,115.0
8899,3.0,5.5,0.5,1200000,383.0
8900,2.0,3.0,0.5,269000,120.0
8901,2.0,4.0,1.0,249000,120.0
8902,2.0,5.0,0.5,510000,135.0
8903,1.0,3.0,1.0,155000,80.0
8904,1.0,2.0,1.0,109000,60.0
8905,3.0,5.5,2.0,1340000,250.0
8906,1.0,3.0,1.0,179000,80.0
8907,2.0,4.0,2.0,504000,141.0
8908,2.0,5.5,1.0,359000,135.0
8909,2.0,5.0,2.0,549000,160.0
8910,2.0,3.0,2.0,339000,90.0
8911,1.0,3.0,3.0,340000,95.0
8912,2.0,4.0,1.0,239000,118.0
8913,1.0,3.0,1.0,159000,75.0
8914,3.5,5.5,11.5,1850000,320.0
8915,1.0,1.0,2.0,69000,50.0
8916,1.0,2.0,2.0,159000,52.0
8917,1.0,2.0,0.5,279000,52.0
8918,2.0,5.0,1.0,360000,125.0
8919,1.0,5.0,0.5,150000,93.0
8920,3.0,4.0,2.0,459000,180.0
8921,2.0,3.0,3.0,530000,140.0
8922,1.0,2.0,2.0,130000,60.0
8923,2.0,5.0,1.0,620000,145.0
8924,1.0,3.0,0.5,165000,60.0
8925,3.0,5.5,1.0,505000,150.0
8926,2.0,5.0,1.0,830000,150.0
8927,2.0,4.0,1.0,539000,140.0
8928,2.0,3.0,2.0,324000,95.0
8929,2.0,5.0,2.0,449000,140.0
8930,1.0,2.0,0.5,290000,60.0
8931,1.0,3.0,2.0,205000,62.0
8932,1.0,3.0,2.0,385000,80.0
8933,3.0,5.0,2.0,655000,172.0
8934,3.0,4.0,0.3,420000,135.0
8935,1.0,2.0,2.0,90000,40.0
8936,1.0,3.0,3.0,185000,90.0
8937,1.0,3.0,2.0,159000,70.0
8938,1.0,2.0,3.0,120000,65.0
8939,1.0,3.0,4.0,320000,80.0
8940,1.0,2.0,0.5,195000,50.0
8941,1.0,4.0,0.5,255000,85.0
8942,1.0,3.0,7.0,280000,100.0
8943,1.0,3.0,4.0,480000,105.0
8944,2.0,4.0,0.3,460000,150.0
8945,2.0,3.0,1.0,285000,95.0
8946,1.0,2.0,0.5,230000,82.0
8947,1.0,3.0,4.0,595000,120.0
8948,2.0,3.0,0.5,180000,90.0
8949,2.0,3.0,1.0,239000,71.0
8950,2.0,3.0,3.0,329000,95.0
8951,2.0,5.0,2.0,299000,139.0
8952,1.0,3.0,1.0,135000,75.0
8953,2.0,5.0,2.0,330000,130.0
8954,1.0,3.0,1.0,150000,80.0
8955,1.0,2.0,0.3,149000,53.0
8956,1.0,5.0,1.0,435000,130.0
8957,1.0,2.0,2.0,150000,55.0
8958,3.0,5.5,5.0,795000,180.0
8959,1.0,2.0,2.0,235000,65.0
8960,1.0,2.0,3.0,159000,55.0
8961,1.0,2.0,5.0,239000,65.0
8962,1.0,2.0,2.0,79000,40.0
8963,1.0,3.0,7.0,340000,115.0
8964,2.0,3.0,0.5,241000,70.0
8965,1.0,2.0,11.5,275000,65.0
8966,2.0,5.0,4.0,449000,120.0
8967,1.0,3.0,1.0,175000,64.0
8968,2.0,5.5,0.3,225000,130.0
8969,1.0,2.0,5.0,199000,60.0
8970,2.0,2.0,1.0,169000,58.0
8971,1.0,3.0,2.0,145000,80.0
8972,1.0,2.0,3.0,159000,55.0
8973,2.0,4.0,6.0,549000,150.0
8974,1.0,3.0,2.0,239000,80.0
8975,1.0,3.0,2.0,280000,80.0
8976,1.0,2.0,2.0,115000,50.0
8977,1.0,3.0,0.5,200000,75.0
8978,1.0,1.0,0.5,119000,40.0
8979,1.0,2.0,5.0,85000,45.0
8980,1.0,3.0,5.0,335000,100.0
8981,1.0,1.0,4.0,130000,40.0
8982,2.0,3.0,0.5,169000,70.0
8983,1.0,2.0,1.0,365000,65.0
8984,2.0,2.0,1.0,155000,80.0
8985,3.0,5.5,11.5,760000,220.0
8986,2.0,3.0,0.5,199000,75.0
8987,1.0,3.0,1.0,385000,80.0
8988,1.0,3.0,0.5,179000,63.0
8989,3.0,5.0,11.5,1150000,280.0
8990,1.0,2.0,3.0,270000,48.0
8991,1.0,3.0,2.0,219000,110.0
8992,1.0,3.0,0.5,155000,80.0
8993,1.0,4.0,0.5,245000,87.0
8994,1.0,2.0,0.5,225000,80.0
8995,2.0,3.0,1.0,194000,77.0
8996,1.0,2.0,1.0,99000,50.0
8997,1.0,2.0,1.0,159000,65.0
8998,3.0,5.5,4.0,1300000,190.0
8999,2.0,3.0,2.0,480000,105.0
9000,1.0,2.0,2.0,135000,45.0
9001,1.0,3.0,0.3,320000,95.0
9002,2.0,5.0,1.0,495000,100.0
9003,1.0,3.0,11.5,370000,80.0
9004,2.0,5.0,1.0,228000,137.0
9005,1.0,3.0,3.0,215000,70.0
9006,1.0,3.0,4.0,209000,84.0
9007,1.0,2.0,11.5,169000,55.0
9008,3.0,4.0,0.3,750000,170.0
9009,1.0,2.0,1.0,100000,40.0
9010,2.0,3.0,11.5,470000,120.0
9011,1.0,3.0,1.0,198000,80.0
9012,2.0,4.0,0.5,390000,160.0
9013,1.0,2.0,5.0,247500,82.0
9014,2.0,5.0,3.0,569000,132.0
9015,1.0,1.0,0.5,144000,37.0
9016,2.0,4.0,1.0,695000,110.0
9017,2.0,3.0,3.0,350000,105.0
9018,1.0,2.0,0.5,270000,55.0
9019,2.0,5.5,1.0,510000,150.0
9020,3.0,5.5,5.0,2800000,222.0
9021,1.0,2.0,0.5,228000,60.0
9022,1.0,2.0,9.0,229000,80.0
9023,1.0,2.0,1.0,165000,80.0
9024,2.0,3.0,11.5,129000,80.0
9025,2.0,3.0,6.0,195000,90.0
9026,1.0,4.0,2.0,320000,110.0
9027,1.0,3.0,6.0,179000,87.0
9028,1.0,2.0,0.5,149000,65.0
9029,1.0,4.0,2.0,220000,110.0
9030,2.0,5.5,2.0,649000,147.0
9031,1.0,4.0,2.0,240000,100.0
9032,1.0,3.0,1.0,239000,80.0
9033,1.0,2.0,0.3,240000,46.0
9034,2.0,3.0,11.5,398000,80.0
9035,2.0,4.0,4.0,440000,150.0
9036,2.0,3.0,3.0,279000,90.0
9037,3.0,5.0,3.0,560000,160.0
9038,1.0,2.0,0.5,109000,55.0
9039,1.0,3.0,11.5,249000,90.0
9040,2.0,3.0,11.5,345000,110.0
9041,1.0,2.0,0.0,125000,50.0
9042,3.0,5.0,2.0,829000,165.0
9043,2.0,3.0,7.0,335000,108.0
9044,1.0,3.0,3.0,275000,100.0
9045,2.0,3.0,2.0,349000,90.0
9046,2.0,4.0,5.0,330000,100.0
9047,2.0,4.0,1.0,209000,100.0
9048,3.0,5.5,2.0,1350000,220.0
9049,2.0,3.0,0.5,134000,85.0
9050,3.0,5.5,5.0,2100000,240.0
9051,2.0,4.0,5.0,368000,140.0
9052,1.0,2.0,11.5,199000,55.0
9053,2.0,5.5,3.0,1070000,200.0
9054,1.0,3.0,1.0,265000,70.0
9055,2.0,5.0,2.0,530000,180.0
9056,1.0,2.0,6.0,165000,50.0
9057,1.0,1.0,6.0,120000,34.0
9058,1.0,2.0,1.0,210000,65.0
9059,1.0,3.0,3.0,375000,90.0
9060,2.0,4.0,1.0,240000,108.0
9061,3.0,5.0,2.0,529000,140.0
9062,2.0,3.0,1.0,215000,99.0
9063,1.0,3.0,3.0,350000,70.0
9064,1.0,3.0,11.5,329000,100.0
9065,1.0,2.0,0.0,75000,50.0
9066,1.0,3.0,2.0,350000,75.0
9067,2.0,3.0,1.0,158000,65.0
9068,3.0,5.5,2.0,2500000,250.0
9069,2.0,3.0,3.0,399000,120.0
9070,2.0,4.0,3.0,299000,93.0
9071,1.0,3.0,3.0,135000,55.0
9072,1.0,2.0,0.5,129000,55.0
9073,2.0,4.0,3.0,569000,132.0
9074,2.0,3.0,1.0,229000,95.0
9075,1.0,2.0,3.0,250000,50.0
9076,2.0,4.0,2.0,545000,115.0
9077,1.0,4.0,0.3,570000,115.0
9078,2.0,4.0,3.0,750000,160.0
9079,2.0,3.0,7.0,335000,95.0
9080,1.0,3.0,1.0,349000,80.0
9081,2.0,5.0,3.0,475000,155.0
9082,2.0,3.0,0.0,315000,95.0
9083,1.0,3.0,0.3,255000,50.0
9084,1.0,1.0,5.0,109000,19.0
9085,2.0,3.0,5.0,305000,95.0
9086,2.0,3.0,5.0,229000,90.0
9087,1.0,3.0,0.5,179000,70.0
9088,2.0,4.0,0.3,695000,120.0
9089,1.0,2.0,11.5,260000,40.0
9090,1.0,3.0,1.0,119000,70.0
9091,2.0,4.0,0.5,789000,155.0
9092,1.0,3.0,3.0,495000,136.0
9093,1.0,3.0,1.0,175000,98.0
9094,1.0,3.0,2.0,430000,85.0
9095,2.0,4.0,4.0,330000,120.0
9096,1.0,2.0,11.5,199000,90.0
9097,2.0,4.0,0.5,325000,115.0
9098,2.0,4.0,3.0,479000,140.0
9099,2.0,4.0,11.5,265000,97.0
9100,1.0,5.0,2.0,287000,91.0
9101,1.0,2.0,0.0,145000,51.0
9102,1.0,3.0,0.5,295000,80.0
9103,1.0,2.0,0.5,84000,35.0
9104,2.0,4.0,3.0,569000,132.0
9105,2.0,4.0,2.0,460000,120.0
9106,1.0,4.0,2.0,750000,119.0
9107,2.0,3.0,1.0,380000,97.0
9108,3.0,5.5,2.0,715000,212.0
9109,1.0,3.0,1.0,219000,100.0
9110,1.0,4.0,11.5,310000,110.0
9111,1.0,3.0,5.0,295000,95.0
9112,2.0,3.0,2.0,189000,85.0
9113,1.0,3.0,1.0,189000,70.0
9114,1.0,4.0,4.0,210000,100.0
9115,1.0,2.0,4.0,105470,65.0
9116,2.0,3.0,11.5,475000,110.0
9117,1.0,3.0,0.0,189000,90.0
9118,3.0,5.5,4.0,745000,170.0
9119,3.0,5.5,6.0,1300000,180.0
9120,2.0,3.0,5.0,450000,95.0
9121,2.0,3.0,10.0,175000,90.0
9122,2.0,3.0,1.0,260000,105.0
9123,2.0,3.0,3.0,580000,90.0
9124,1.0,2.0,2.0,168000,66.0
9125,3.5,5.5,2.0,830000,230.0
9126,1.0,2.0,2.0,223000,65.0
9127,2.0,4.0,3.0,450000,100.0
9128,2.0,4.0,2.0,299000,100.0
9129,1.0,2.0,4.0,289000,85.0
9130,1.0,2.0,0.5,160000,50.0
9131,1.0,2.0,0.0,115000,46.0
9132,1.0,3.0,0.5,209000,92.0
9133,1.0,3.0,0.5,169000,71.0
9134,3.0,5.0,1.0,620000,160.0
9135,2.0,3.0,2.0,125000,75.0
9136,3.5,5.5,11.5,3900000,252.0
9137,1.0,1.0,0.0,69000,23.0
9138,1.0,4.0,1.0,499000,125.0
9139,1.0,4.0,11.5,510000,140.0
9140,3.0,5.5,1.0,760000,230.0
9141,1.0,3.0,11.5,305000,95.0
9142,2.0,3.0,5.0,445000,100.0
9143,1.0,3.0,0.5,139000,95.0
9144,1.0,3.0,4.0,455000,125.0
9145,2.0,4.0,5.0,270000,130.0
9146,2.0,3.0,2.0,745000,120.0
9147,1.0,4.0,0.3,520000,130.0
9148,1.0,4.0,11.5,198000,90.0
9149,1.0,3.0,1.0,185000,70.0
9150,1.0,3.0,8.0,259000,100.0
9151,1.0,3.0,0.5,95000,70.0
9152,2.0,4.0,2.0,245000,120.0
9153,2.0,3.0,0.5,375000,100.0
9154,2.0,5.5,1.0,1105000,199.0
9155,1.0,3.0,5.0,235000,90.0
9156,3.0,5.5,2.0,4000000,330.0
9157,1.0,2.0,11.5,649000,60.0
9158,1.0,3.0,0.3,299000,120.0
9159,1.0,4.0,1.0,190000,97.0
9160,2.0,3.0,1.0,362000,80.0
9161,2.0,5.5,2.0,650000,150.0
9162,1.0,3.0,0.5,365000,85.0
9163,2.0,5.5,2.0,1150000,270.0
9164,2.0,5.5,2.0,219000,100.0
9165,2.0,4.0,3.0,359000,135.0
9166,2.0,4.0,0.5,310000,120.0
9167,2.0,4.0,3.0,345000,110.0
9168,1.0,3.0,3.0,255000,90.0
9169,2.0,3.0,0.3,320000,133.0
9170,1.0,2.0,2.0,90000,62.0
9171,1.0,2.0,2.0,249000,75.0
9172,1.0,3.0,4.0,240000,80.0
9173,1.0,2.0,3.0,198000,72.0
9174,2.0,3.0,1.0,289000,75.0
9175,1.0,3.0,3.0,375000,90.0
9176,2.0,5.0,11.5,459000,150.0
9177,1.0,1.0,0.0,39000,37.0
9178,1.0,3.0,0.5,160000,71.0
9179,2.0,4.0,2.0,159000,100.0
9180,1.0,2.0,5.0,195000,60.0
9181,1.0,2.0,11.5,110000,50.0
9182,3.0,6.0,5.0,960960,237.0
9183,1.0,4.0,0.5,239000,110.0
9184,1.0,4.0,0.5,236000,130.0
9185,3.0,5.5,0.3,530000,140.0
9186,1.0,2.0,4.0,265000,69.0
9187,2.0,5.5,0.5,2100000,385.0
9188,1.0,3.0,4.0,285000,85.0
9189,1.0,4.0,0.5,315000,110.0
9190,2.0,5.0,11.5,599000,160.0
9191,1.0,2.0,2.0,145000,75.0
9192,2.0,4.0,2.0,380000,140.0
9193,3.0,5.5,5.0,2500000,234.0
9194,3.0,5.5,11.5,750000,260.0
9195,3.0,5.5,11.5,849000,319.0
9196,2.0,4.0,2.0,415000,120.0
9197,1.0,2.0,6.0,245000,75.0
9198,1.0,2.0,0.5,100000,42.0
9199,1.0,4.0,3.0,139000,77.0
9200,1.0,3.0,4.0,349000,82.0
9201,1.0,3.0,1.0,120000,70.0
9202,3.5,5.5,1.0,3100000,300.0
9203,1.0,3.0,0.5,310000,60.0
9204,2.0,4.0,11.5,359000,110.0
9205,2.0,4.0,1.0,239000,135.0
9206,1.0,2.0,1.0,465000,55.0
9207,3.0,5.5,3.0,1380000,200.0
9208,3.5,4.0,0.3,725000,130.0
9209,2.0,3.0,11.5,199000,75.0
9210,3.5,5.5,11.5,6900000,556.0
9211,1.0,3.0,1.0,240000,70.0
9212,1.0,2.0,7.0,189000,60.0
9213,2.0,3.0,3.0,365000,86.0
9214,1.0,3.0,0.5,189000,60.0
9215,3.5,5.0,3.0,1390000,180.0
9216,2.0,5.0,3.0,485000,137.0
9217,1.0,3.0,11.5,138000,70.0
9218,2.0,4.0,0.5,420000,122.0
9219,1.0,3.0,2.0,219000,105.0
9220,2.0,4.0,4.0,295000,120.0
9221,2.0,5.0,4.0,490000,160.0
9222,1.0,4.0,3.0,535000,140.0
9223,2.0,5.5,0.0,645000,195.0
9224,1.0,2.0,2.0,209000,60.0
9225,1.0,3.0,2.0,359000,90.0
9226,2.0,5.0,3.0,549000,141.0
9227,2.0,5.5,4.0,699000,194.0
9228,2.0,4.0,1.0,345000,100.0
9229,1.0,2.0,0.5,135000,49.0
9230,3.5,1.0,0.5,650000,1.6
9231,1.0,3.0,4.0,415000,79.0
9232,1.0,3.0,0.3,219000,80.0
9233,2.0,3.0,0.5,374000,94.0
9234,3.0,5.0,0.5,560000,200.0
9235,3.5,5.5,11.5,2350000,280.0
9236,1.0,4.0,2.0,289000,114.0
9237,1.0,3.0,1.0,269000,90.0
9238,1.0,2.0,3.0,249000,42.0
9239,3.0,4.0,0.5,340000,250.0
9240,2.0,3.0,1.0,159000,74.0
9241,1.0,2.0,7.0,360000,66.0
9242,2.0,4.0,11.5,690000,170.0
9243,1.0,3.0,3.0,299000,95.0
9244,1.0,1.0,0.0,24000,12.0
9245,3.5,5.5,2.0,1100000,250.0
9246,2.0,5.5,0.5,1150000,170.0
9247,1.0,2.0,1.0,200000,60.0
9248,3.0,5.0,4.0,399000,165.0
9249,1.0,4.0,4.0,290000,110.0
9250,2.0,4.0,0.5,309000,260.0
9251,1.0,3.0,6.0,430000,100.0
9252,2.0,4.0,1.0,269000,130.0
9253,1.0,4.0,3.0,200000,100.0
9254,2.0,3.0,0.0,195000,70.0
9255,2.0,5.0,1.0,945000,222.0
9256,3.0,4.0,5.0,650000,160.0
9257,3.0,5.0,11.5,590000,190.0
9258,1.0,3.0,2.0,169000,71.0
9259,3.0,5.5,11.5,760000,220.0
9260,1.0,2.0,2.0,175000,60.0
9261,2.0,5.0,3.0,550000,165.0
9262,3.5,5.5,2.0,6500000,580.0
9263,1.0,2.0,8.0,265000,50.0
9264,2.0,4.0,3.0,480000,91.0
9265,1.0,3.0,2.0,270000,75.0
9266,2.0,3.0,2.0,375000,86.0
9267,1.0,2.0,11.5,79000,70.0
9268,1.0,2.0,0.5,105000,102.0
9269,2.0,5.0,2.0,659000,118.0
9270,1.0,3.0,1.0,269000,80.0
9271,2.0,5.5,0.5,590000,155.0
9272,2.0,4.0,6.0,645000,140.0
9273,2.0,5.0,0.5,429000,130.0
9274,2.0,3.0,1.0,239000,85.0
9275,1.0,3.0,2.0,169000,85.0
9276,1.0,3.0,0.5,84000,50.0
9277,1.0,4.0,1.0,399000,125.0
9278,1.0,2.0,1.0,120000,70.0
9279,2.0,5.5,11.5,4200000,210.0
9280,2.0,4.0,1.0,359000,109.0
9281,1.0,3.0,11.5,235000,96.0
9282,2.0,4.0,2.0,650000,114.0
9283,1.0,3.0,0.5,130000,70.0
9284,1.0,3.0,1.0,299000,100.0
9285,1.0,2.0,4.0,160000,68.0
9286,1.0,3.0,0.3,269000,85.0
9287,2.0,4.0,5.0,349000,125.0
9288,2.0,3.0,6.0,270000,82.0
9289,1.0,3.0,2.0,338000,65.0
9290,1.0,3.0,1.0,320000,115.0
9291,2.0,4.0,1.0,173000,84.0
9292,1.0,2.0,4.0,350000,54.0
9293,1.0,2.0,11.5,125000,60.0
9294,1.0,2.0,1.0,139000,50.0
9295,1.0,3.0,1.0,189000,75.0
9296,2.0,3.0,6.0,339000,90.0
9297,1.0,4.0,4.0,229000,110.0
9298,1.0,2.0,4.0,169000,62.0
9299,2.0,4.0,11.5,590000,120.0
9300,1.0,2.0,4.0,188000,66.0
9301,1.0,2.0,1.0,209000,65.0
9302,2.0,4.0,2.0,625000,157.0
9303,1.0,2.0,7.0,255000,55.0
9304,1.0,2.0,2.0,349000,45.0
9305,2.0,4.0,2.0,250000,120.0
9306,2.0,5.0,2.0,1290000,235.0
9307,1.0,3.0,7.0,219000,70.0
9308,1.0,2.0,11.5,225000,70.0
9309,1.0,2.0,1.0,190000,60.0
9310,2.0,3.0,4.0,1280000,100.0
9311,1.0,1.0,11.5,119000,40.0
9312,1.0,3.0,1.0,119000,60.0
9313,2.0,5.0,0.5,329000,125.0
9314,1.0,2.0,5.0,200000,45.0
9315,2.0,3.0,0.3,209000,90.0
9316,1.0,3.0,1.0,156000,90.0
9317,1.0,3.0,2.0,189000,92.0
9318,2.0,4.0,1.0,225000,100.0
9319,1.0,2.0,0.0,95000,55.0
9320,1.0,3.0,6.0,345000,85.0
9321,2.0,3.0,3.0,219000,75.0
9322,3.0,5.5,2.0,299000,130.0
9323,1.0,2.0,2.0,180000,64.0
9324,1.0,3.0,1.0,200000,108.0
9325,1.0,2.0,2.0,198000,75.0
9326,2.0,5.0,4.0,495000,145.0
9327,1.0,2.0,0.0,250000,60.0
9328,1.0,3.0,4.0,335000,92.0
9329,2.0,5.5,4.0,399000,179.0
9330,1.0,3.0,11.5,109000,78.0
9331,2.0,4.0,1.0,225000,100.0
9332,2.0,5.0,1.0,510000,148.0
9333,2.0,3.0,6.0,270000,82.0
9334,1.0,2.0,2.0,230000,45.0
9335,2.0,3.0,1.0,159000,75.0
9336,2.0,3.0,1.0,150000,85.0
9337,1.0,1.0,0.5,97000,35.0
9338,1.0,3.0,1.0,245000,80.0
9339,2.0,4.0,2.0,439000,142.0
9340,1.0,2.0,1.0,289000,73.0
9341,2.0,3.0,2.0,149000,70.0
9342,2.0,3.0,4.0,490000,120.0
9343,1.0,2.0,11.5,115000,68.0
9344,2.0,5.5,1.0,840000,180.0
9345,1.0,3.0,7.0,275000,95.0
9346,1.0,3.0,3.0,249000,110.0
9347,1.0,4.0,3.0,520000,110.0
9348,2.0,5.0,11.5,620000,150.0
9349,1.0,3.0,4.0,215000,65.0
9350,2.0,4.0,11.5,479000,130.0
9351,1.0,2.0,2.0,125000,74.0
9352,1.0,3.0,0.3,102000,50.0
9353,1.0,3.0,0.5,180000,136.0
9354,1.0,2.0,0.3,120000,50.0
9355,1.0,4.0,0.5,119000,95.0
9356,2.0,3.0,1.0,169000,80.0
9357,3.5,5.5,3.0,1600000,285.0
9358,1.0,2.0,11.5,199000,70.0
9359,1.0,2.0,1.0,159000,50.0
9360,1.0,2.0,0.5,199000,63.0
9361,1.0,2.0,2.0,185000,41.0
